[] Kind: captions
[] Language: pt
[00:00:00,080] Fala<00:00:00.359><c> galera</c><00:00:00.799><c> eu</c><00:00:01.000><c> tô</c><00:00:01.199><c> aqui</c><00:00:01.319><c> na</c><00:00:01.640><c> Embraer</c><00:00:02.480><c> no</c>
[00:22:03,400] São<00:22:03.679><c> Paulo</c><00:22:03.919><c> Papa</c><00:22:04.240><c> Serra</c><00:22:04.520><c> Delta</c><00:22:04.760><c> o</c><00:22:04.880><c> te</c>
[00:22:06,269] São Paulo Papa Serra Delta o te
[00:22:06,279] São Paulo Papa Serra Delta o te
[00:22:06,279] Mike<00:22:07.279><c> Delta</c><00:22:08.000><c> Hotel</c><00:22:08.240><c> Mike</c><00:22:08.559><c> São</c><00:22:08.720><c> Paulo</c><00:22:08.880><c> manté</c><00:22:09.440><c> a</c>
[00:22:09,510] Mike Delta Hotel Mike São Paulo manté a
[00:22:09,520] Mike Delta Hotel Mike São Paulo manté a
[00:22:09,520] proa<00:22:09.880><c> de</c><00:22:10.039><c> Sorocaba</c><00:22:10.679><c> suba</c><00:22:11.039><c> 6000</c><00:22:11.640><c> 6000</c><00:22:12.320><c> na</c><00:22:12.400><c> proa</c>
[00:22:12,590] proa de Sorocaba suba 6000 6000 na proa
[00:22:12,600] proa de Sorocaba suba 6000 6000 na proa
[00:22:12,600] de<00:22:12.679><c> Sorocaba</c><00:22:13.039><c> Delta</c><00:22:13.400><c> Hotel</c>
[00:22:19,880] Mike<00:22:20.880><c> Golf</c><00:22:21.320><c> apenas</c><00:22:21.559><c> para</c><00:22:21.799><c> informação</c><00:22:22.120><c> vai</c>
[00:22:22,350] Mike Golf apenas para informação vai
[00:22:22,360] Mike Golf apenas para informação vai
[00:22:22,360] aguardar<00:22:22.720><c> o</c><00:22:22.880><c> ils</c><00:22:23.320><c> Quebec</c><00:22:23.679><c> dação</c><00:22:24.480><c> no</c><00:22:24.640><c> zero</c>
[00:22:24,870] aguardar o ils Quebec dação no zero
[00:22:24,880] aguardar o ils Quebec dação no zero
[00:22:24,880] direito<00:22:25.760><c> tá</c><00:22:26.080><c> cente</c><00:22:26.360><c> LS</c><00:22:26.720><c> Quebec</c><00:22:27.039><c> no</c><00:22:27.279><c> zero</c>
[00:22:27,510] direito tá cente LS Quebec no zero
[00:22:27,520] direito tá cente LS Quebec no zero
[00:22:27,520] direito<00:22:27.840><c> o</c><00:22:27.960><c> Golf</c>
[00:22:29,669] direito o Golf
[00:22:29,679] direito o Golf
[00:22:29,679] Delta<00:22:30.039><c> Hotel</c><00:22:30.320><c> Mike</c><00:22:30.600><c> vai</c><00:22:30.720><c> aguardar</c><00:22:31.000><c> o</c><00:22:31.080><c> Il</c>
[00:22:31,510] Delta Hotel Mike vai aguardar o Il
[00:22:31,520] Delta Hotel Mike vai aguardar o Il
[00:22:31,520] Quebec<00:22:31.840><c> da</c><00:22:32.039><c> 10</c><00:22:32.320><c> direita</c><00:22:33.159><c> Quebec</c><00:22:33.679><c> 10</c><00:22:34.039><c> direita</c>
[00:22:34,350] Quebec da 10 direita Quebec 10 direita
[00:22:34,360] Quebec da 10 direita Quebec 10 direita
[00:22:34,360] Delta<00:22:34.720><c> Hotel</c>
[00:22:44,080] mik<00:22:45.080><c> 25</c><00:22:45.559><c> desça</c><00:22:45.880><c> pro</c><00:22:46.039><c> nível</c><00:22:46.279><c> de</c><00:22:46.360><c> voo</c><00:22:46.640><c> no</c><00:22:47.440><c> chama</c>
[00:22:47,710] mik 25 desça pro nível de voo no chama
[00:22:47,720] mik 25 desça pro nível de voo no chama
[00:22:47,720] São<00:22:47.880><c> Paulo</c><00:22:48.240><c> na</c><00:22:48.360><c> frequência</c>
[00:22:50,750] São Paulo na frequência
[00:22:50,760] São Paulo na frequência
[00:22:50,760] 1325<00:22:51.760><c> 235</c>
[00:23:01,760] go<00:23:02.240><c> chama</c><00:23:02.520><c> São</c><00:23:02.679><c> Paulo</c><00:23:03.080><c> 2975</c><00:23:03.960><c> bom</c><00:23:04.279><c> dia</c><00:23:04.960><c> 2975</c><00:23:05.960><c> bom</c>
[00:23:06,110] go chama São Paulo 2975 bom dia 2975 bom
[00:23:06,120] go chama São Paulo 2975 bom dia 2975 bom
[00:23:06,120] dia
[00:23:12,520] Golf<00:23:13.520><c> transfere</c><00:23:14.159><c> bom</c>
[00:23:15,990] Golf transfere bom
[00:23:16,000] Golf transfere bom
[00:23:16,000] dia<00:23:17.000><c> bom</c><00:23:17.159><c> dia</c><00:23:17.279><c> Man</c><00:23:17.760><c> 8000</c><00:23:18.520><c> pção</c><00:23:19.520><c> da</c><00:23:19.679><c> presente</c>
[00:23:20,390] dia bom dia Man 8000 pção da presente
[00:23:20,400] dia bom dia Man 8000 pção da presente
[00:23:20,400] pro<00:23:21.520><c> 060</c><00:23:22.520><c> limit</c><00:23:23.240><c> mais</c><00:23:23.559><c> 4</c>
[00:23:24,470] pro 060 limit mais 4
[00:23:24,480] pro 060 limit mais 4
[00:23:24,480] minutos<00:23:25.480><c> 060</c><00:23:26.400><c> mano</c><00:23:26.960><c> 8000</c><00:23:27.919><c> 4</c><00:23:28.120><c> minutos</c>
[00:23:31,159] pro<00:23:32.400><c> estabilizado</c><00:23:33.400><c> quec</c><00:23:34.120><c> da</c><00:23:34.240><c> direita</c>
[00:23:35,310] pro estabilizado quec da direita
[00:23:35,320] pro estabilizado quec da direita
[00:23:35,320] 271<00:23:36.320><c> 27</c><00:23:36.720><c> Torre</c><00:23:36.960><c> Guarulhos</c>
[00:23:38,149] 271 27 Torre Guarulhos
[00:23:38,159] 271 27 Torre Guarulhos
[00:23:38,159] 352<00:23:39.159><c> 352</c><00:23:39.880><c> Bom</c>
[00:23:46,919] dia<00:23:47.919><c> no</c><00:23:48.039><c> menos</c><00:23:48.320><c> 5</c><00:23:48.840><c> des</c><00:23:49.559><c> Man</c><00:23:49.760><c> tem</c><00:23:49.960><c> a</c><00:23:50.360><c> me</c><00:23:50.760><c> mil</c><00:23:50.919><c> pés</c>
[00:23:51,470] dia no menos 5 des Man tem a me mil pés
[00:23:51,480] dia no menos 5 des Man tem a me mil pés
[00:23:51,480] no<00:23:51.600><c> menos</c><00:23:51.840><c> 5</c><00:23:52.480><c> É</c><00:23:53.000><c> men</c><00:23:53.200><c> 58</c>
[00:23:55,350] no menos 5 É men 58
[00:23:55,360] no menos 5 É men 58
[00:23:55,360] 2019<00:23:56.360><c> Men</c>
[00:24:20,600] 080<00:24:21.600><c> limite</c><00:24:22.320><c> 3</c><00:24:23.320><c> direita</c><00:24:23.760><c> 0</c><00:24:24.559><c> limite</c><00:24:24.919><c> 3</c><00:24:25.279><c> minut</c>
[00:24:26,149] 080 limite 3 direita 0 limite 3 minut
[00:24:26,159] 080 limite 3 direita 0 limite 3 minut
[00:24:26,159] minutos<00:24:26.440><c> na</c>
[00:24:31,000] o<00:24:31.760><c> no</c><00:24:31.880><c> Men</c><00:24:32.320><c> C</c><00:24:33.320><c> ch</c><00:24:33.960><c> na</c><00:24:34.080><c> escuta</c><00:24:34.399><c> só</c><00:24:35.000><c> para</c>
[00:24:35,190] o no Men C ch na escuta só para
[00:24:35,200] o no Men C ch na escuta só para
[00:24:35,200] informação<00:24:35.559><c> do</c><00:24:35.679><c> senhor</c><00:24:35.919><c> você</c><00:24:36.120><c> vai</c><00:24:36.200><c> seguir</c><00:24:36.399><c> um</c>
[00:24:36,510] informação do senhor você vai seguir um
[00:24:36,520] informação do senhor você vai seguir um
[00:24:36,520] Bang<00:24:37.279><c> 787</c><00:24:38.080><c> pesado</c><00:24:38.399><c> na</c><00:24:38.720><c> final</c><00:24:38.960><c> agora</c><00:24:39.399><c> 10</c><00:24:39.720><c> milhas</c>
[00:24:39,990] Bang 787 pesado na final agora 10 milhas
[00:24:40,000] Bang 787 pesado na final agora 10 milhas
[00:24:40,000] à<00:24:40.120><c> frente</c>
[00:24:50,039] Oka<00:24:51.039><c> para</c><00:24:51.279><c> 6000</c>
[00:24:52,630] Oka para 6000
[00:24:52,640] Oka para 6000
[00:24:52,640] 10019<00:24:53.640><c> 6</c><00:24:54.480><c> 1019</c><00:24:55.080><c> o</c>
[00:24:56,149] 10019 6 1019 o
[00:24:56,159] 10019 6 1019 o
[00:24:56,159] Golf<00:24:57.159><c> quantos</c><00:24:57.880><c> mil</c><00:24:58.080><c> p</c>
[00:24:58,909] Golf quantos mil p
[00:24:58,919] Golf quantos mil p
[00:24:58,919] 1000<00:24:59.919><c> 1</c><00:25:00.440><c> p</c><00:25:00.840><c> minuto</c>
[00:25:10,520] 1119<00:25:11.520><c> n</c><00:25:12.120><c> menos</c><00:25:12.440><c> 5</c><00:25:12.679><c> reduz</c><00:25:13.039><c> a</c><00:25:13.159><c> velocidade</c><00:25:13.520><c> para</c><00:25:13.720><c> 1</c>
[00:25:14,389] 1119 n menos 5 reduz a velocidade para 1
[00:25:14,399] 1119 n menos 5 reduz a velocidade para 1
[00:25:14,399] 709<00:25:15.480><c> 1</c><00:25:16.480><c> 709</c><00:25:17.279><c> 1</c>
[00:25:26,760] Gracias<00:25:27.760><c> nada</c>
[00:25:36,279] no<00:25:36.480><c> meio</c><00:25:36.679><c> no</c><00:25:36.799><c> C</c><00:25:37.080><c> vai</c><00:25:37.200><c> passar</c><00:25:37.399><c> um</c><00:25:37.480><c> pouquinho</c>
[00:25:37,750] no meio no C vai passar um pouquinho
[00:25:37,760] no meio no C vai passar um pouquinho
[00:25:37,760] acima<00:25:38.039><c> do</c><00:25:38.200><c> 80</c><00:25:38.600><c> aqui</c><00:25:38.679><c> no</c><00:25:38.880><c> 283</c><00:25:39.760><c> Lom</c><00:25:40.120><c> está</c><00:25:40.240><c> à</c><00:25:40.360><c> nossa</c>
[00:25:40,590] acima do 80 aqui no 283 Lom está à nossa
[00:25:40,600] acima do 80 aqui no 283 Lom está à nossa
[00:25:40,600] direita<00:25:40.960><c> acredito</c><00:25:41.320><c> que</c><00:25:41.399><c> logo</c><00:25:41.600><c> mais</c><00:25:41.799><c> deve</c>
[00:25:42,269] direita acredito que logo mais deve
[00:25:42,279] direita acredito que logo mais deve
[00:25:42,279] autorizar<00:25:42.760><c> para</c><00:25:43.080><c> de</c><00:25:43.200><c> lomin</c>
[00:25:44,470] autorizar para de lomin
[00:25:44,480] autorizar para de lomin
[00:25:44,480] já<00:25:45.960><c> 1</c><00:25:46.960><c> passou</c><00:25:47.240><c> um</c><00:25:47.320><c> pouco</c><00:25:47.559><c> acima</c><00:25:47.840><c> do</c><00:25:48.039><c> 80</c><00:25:48.840><c> no</c><00:25:49.240><c> 283</c>
[00:25:50,190] já 1 passou um pouco acima do 80 no 283
[00:25:50,200] já 1 passou um pouco acima do 80 no 283
[00:25:50,200] já<00:25:50.320><c> é</c><00:25:50.399><c> o</c><00:25:50.480><c> que</c><00:25:50.520><c> eu</c><00:25:50.600><c> quero</c>
[00:25:55,480] acreditar<00:25:56.480><c> Quebec</c><00:25:56.840><c> 10</c><00:25:57.080><c> direito</c><00:25:57.399><c> T</c><00:25:57.600><c> 631</c>
[00:26:00,149] acreditar Quebec 10 direito T 631
[00:26:00,159] acreditar Quebec 10 direito T 631
[00:26:00,159] nem<00:26:00.480><c> chegamos</c><00:26:00.760><c> a</c><00:26:00.880><c> passar</c><00:26:01.240><c> de</c><00:26:01.360><c> 10</c><00:26:02.320><c> Vamos</c>
[00:26:02,909] nem chegamos a passar de 10 Vamos
[00:26:02,919] nem chegamos a passar de 10 Vamos
[00:26:02,919] considerar
[00:26:18,480] de<00:26:19.480><c> 120</c><00:26:20.200><c> minutos</c><00:26:20.640><c> limite</c>
[00:26:45,840] noso
[00:26:49,520] Brief<00:26:50.520><c> Guar</c>
[00:26:58,520] cor<00:26:59.039><c> 095</c><00:26:59.960><c> eer</c><00:27:00.960><c> noss</c><00:27:01.559><c> 4100</c><00:27:02.159><c> ada</c><00:27:02.840><c> de</c>
[00:27:04,310] cor 095 eer noss 4100 ada de
[00:27:04,320] cor 095 eer noss 4100 ada de
[00:27:04,320] 2651<00:27:05.320><c> já</c><00:27:05.559><c> está</c><00:27:05.720><c> setad</c><00:27:06.200><c> Mimo</c><00:27:06.480><c> de</c><00:27:06.559><c> 200</c><00:27:06.880><c> P</c><00:27:07.039><c> de</c>
[00:27:08,070] 2651 já está setad Mimo de 200 P de
[00:27:08,080] 2651 já está setad Mimo de 200 P de
[00:27:08,080] altura<00:27:09.080><c> caso</c><00:27:09.240><c> de</c><00:27:09.320><c> arremetida</c><00:27:09.840><c> subir</c><00:27:10.200><c> para</c><00:27:10.360><c> me</c>
[00:27:11,470] altura caso de arremetida subir para me
[00:27:11,480] altura caso de arremetida subir para me
[00:27:11,480] pés<00:27:12.480><c> Dire</c><00:27:12.960><c> na</c><00:27:13.960><c> lim</c><00:27:14.720><c> de</c><00:27:14.799><c> 2</c><00:27:15.120><c> minutos</c><00:27:15.559><c> e</c><00:27:15.720><c> Man</c><00:27:16.120><c> a</c>
[00:27:16,190] pés Dire na lim de 2 minutos e Man a
[00:27:16,200] pés Dire na lim de 2 minutos e Man a
[00:27:16,200] máxima
[00:27:17,389] máxima
[00:27:17,399] máxima
[00:27:17,399] de<00:27:18.399><c> direita</c><00:27:19.120><c> 180</c><00:27:20.120><c> máxima</c><00:27:20.399><c> de</c><00:27:20.520><c> 1</c><00:27:21.520><c> sen</c>
[00:27:23,029] de direita 180 máxima de 1 sen
[00:27:23,039] de direita 180 máxima de 1 sen
[00:27:23,039] Gol<00:27:24.399><c> né</c><00:27:25.399><c> bem</c><00:27:25.799><c> reduzido</c><00:27:27.159><c> ok</c><00:27:28.240><c> então</c><00:27:28.919><c> continuando</c>
[00:27:29,190] Gol né bem reduzido ok então continuando
[00:27:29,200] Gol né bem reduzido ok então continuando
[00:27:29,200] o<00:27:29.279><c> nosso</c><00:27:29.480><c> briefing</c><00:27:30.039><c> remetida</c><00:27:30.679><c> subir</c><00:27:31.080><c> para</c>
[00:27:31,190] o nosso briefing remetida subir para
[00:27:31,200] o nosso briefing remetida subir para
[00:27:31,200] 6000<00:27:31.640><c> pés</c><00:27:31.840><c> mantendo</c><00:27:32.120><c> o</c><00:27:32.200><c> curso</c><00:27:32.440><c> em</c><00:27:32.600><c> frente</c><00:27:32.880><c> até</c>
[00:27:33,029] 6000 pés mantendo o curso em frente até
[00:27:33,039] 6000 pés mantendo o curso em frente até
[00:27:33,039] passar<00:27:33.279><c> 3300</c><00:27:34.279><c> pés</c><00:27:34.720><c> posso</c><00:27:35.159><c> curvar</c><00:27:35.559><c> direita</c>
[00:27:35,830] passar 3300 pés posso curvar direita
[00:27:35,840] passar 3300 pés posso curvar direita
[00:27:35,840] fazendo<00:27:36.200><c> uma</c><00:27:36.360><c> espera</c><00:27:36.600><c> em</c><00:27:36.720><c> esimo</c><00:27:37.279><c> uma</c>
[00:27:37,630] fazendo uma espera em esimo uma
[00:27:37,640] fazendo uma espera em esimo uma
[00:27:37,640] restrição<00:27:38.000><c> a</c><00:27:38.240><c> de</c><00:27:38.320><c> 230</c><00:27:39.039><c> nós</c><00:27:39.480><c> de</c><00:27:39.679><c> velocidade</c>
[00:27:41,509] restrição a de 230 nós de velocidade
[00:27:41,519] restrição a de 230 nós de velocidade
[00:27:41,519] máxima
[00:27:43,389] máxima
[00:27:43,399] máxima
[00:27:43,399] Beleza<00:27:44.399><c> a</c><00:27:44.519><c> gente</c><00:27:44.760><c> tá</c><00:27:45.039><c> praticamente</c><00:27:46.039><c> aando</c><00:27:46.720><c> Lom</c>
[00:27:47,029] Beleza a gente tá praticamente aando Lom
[00:27:47,039] Beleza a gente tá praticamente aando Lom
[00:27:47,039] em
[00:27:51,399] breve<00:27:52.399><c> para</c><00:27:52.799><c> méritos</c><00:27:53.600><c> de</c><00:27:54.600><c> navegação</c><00:27:55.080><c> eu</c><00:27:55.159><c> vou</c>
[00:27:55,389] breve para méritos de navegação eu vou
[00:27:55,399] breve para méritos de navegação eu vou
[00:27:55,399] apurar<00:27:56.120><c> aqui</c><00:27:56.200><c> mas</c><00:27:56.519><c> tá</c><00:27:56.640><c> V</c><00:27:56.799><c> no</c><00:27:56.880><c> R</c><00:27:57.200><c> ok</c><00:27:57.559><c> ok</c>
[00:28:11,679] un
[00:28:46,720] estabilizado<00:28:47.240><c> logo</c><00:28:47.440><c> estamos</c><00:28:47.880><c> autorizados</c>
[00:28:48,789] estabilizado logo estamos autorizados
[00:28:48,799] estabilizado logo estamos autorizados
[00:28:48,799] então<00:28:49.799><c> approach</c><00:28:50.640><c> armado</c>
[00:28:59,120] 3397<00:29:00.120><c> desa</c><00:29:00.480><c> para</c><00:29:00.640><c> 6000</c><00:29:01.159><c> pés</c><00:29:01.480><c> na</c><00:29:01.600><c> pro</c><00:29:01.919><c> de</c><00:29:02.000><c> Len</c>
[00:29:02,430] 3397 desa para 6000 pés na pro de Len
[00:29:02,440] 3397 desa para 6000 pés na pro de Len
[00:29:02,440] reposta<00:29:02.840><c> estabilizada</c><00:29:03.480><c> juste</c><00:29:04.320><c> 109</c><00:29:05.320><c> 6000</c><00:29:06.080><c> L</c>
[00:29:06,710] reposta estabilizada juste 109 6000 L
[00:29:06,720] reposta estabilizada juste 109 6000 L
[00:29:06,720] repor<00:29:07.159><c> estabilizado</c><00:29:07.640><c> com</c>
[00:29:08,909] repor estabilizado com
[00:29:08,919] repor estabilizado com
[00:29:08,919] no9<00:29:10.279><c> 3397</c>
[00:29:13,720] obrigado<00:29:14.720><c> tá</c><00:29:15.480><c> liso</c><00:29:15.799><c> que</c><00:29:15.880><c> parece</c><00:29:16.120><c> que</c><00:29:16.200><c> nós</c>
[00:29:16,350] obrigado tá liso que parece que nós
[00:29:16,360] obrigado tá liso que parece que nós
[00:29:16,360] estamos<00:29:16.559><c> no</c><00:29:16.679><c> simulador</c><00:29:17.080><c> né</c><00:29:17.440><c> Pois</c><00:29:17.640><c> é</c><00:29:18.279><c> é</c><00:29:18.640><c> verdade</c>
[00:29:19,630] estamos no simulador né Pois é é verdade
[00:29:19,640] estamos no simulador né Pois é é verdade
[00:29:19,640] redu<00:29:20.120><c> a</c><00:29:20.200><c> velocidade</c><00:29:20.840><c> para</c>
[00:29:23,029] redu a velocidade para
[00:29:23,039] redu a velocidade para
[00:29:23,039] 13s<00:29:24.039><c> 3</c>
[00:29:26,269] 13s 3
[00:29:26,279] 13s 3
[00:29:26,279] noss<00:29:27.279><c> Ok</c><00:29:27.480><c> então</c><00:29:28.399><c> Ok</c>
[00:29:29,470] noss Ok então Ok
[00:29:29,480] noss Ok então Ok
[00:29:29,480] reduzido<00:29:30.480><c> nossa</c><00:29:30.720><c> frente</c><00:29:31.000><c> tá</c><00:29:31.120><c> com</c><00:29:31.360><c> 140</c><00:29:32.039><c> de</c>
[00:29:38,200] Ground<00:29:39.200><c> tráfic</c><00:29:39.600><c> P7</c><00:29:40.000><c> já</c><00:29:40.120><c> mant</c><00:29:40.480><c> no</c><00:29:40.559><c> 130</c><00:29:41.039><c> no</c><00:29:41.399><c> é</c><00:29:41.440><c> um</c>
[00:29:41,549] Ground tráfic P7 já mant no 130 no é um
[00:29:41,559] Ground tráfic P7 já mant no 130 no é um
[00:29:41,559] Bank<00:29:41.840><c> 737</c><00:29:42.559><c> qu</c><00:29:43.240><c> tá</c><00:29:43.399><c> sente</c><00:29:43.679><c> do</c><00:29:43.799><c> tráfego</c><00:29:44.159><c> e</c>
[00:29:44,350] Bank 737 qu tá sente do tráfego e
[00:29:44,360] Bank 737 qu tá sente do tráfego e
[00:29:44,360] reduzindo<00:29:44.760><c> o</c>
[00:29:56,320] Golf<00:29:57.320><c> Lou</c><00:29:58.320><c> é</c><00:29:58.440><c> a</c><00:29:58.799><c> 6000</c><00:29:59.360><c> mesmo</c><00:29:59.600><c> né</c>
[00:30:01,630] Golf Lou é a 6000 mesmo né
[00:30:01,640] Golf Lou é a 6000 mesmo né
[00:30:01,640] Tá<00:30:02.640><c> també</c><00:30:03.480><c> 6.000</c><00:30:04.360><c> correto</c><00:30:05.360><c> Ok</c><00:30:06.000><c> tô</c><00:30:06.360><c> com</c><00:30:06.480><c> Flap</c><00:30:06.840><c> 2</c>
[00:30:07,509] Tá també 6.000 correto Ok tô com Flap 2
[00:30:07,519] Tá també 6.000 correto Ok tô com Flap 2
[00:30:07,519] aguardando<00:30:08.000><c> configuração</c><00:30:08.480><c> de</c><00:30:08.600><c> TR</c><00:30:08.960><c> então</c><00:30:09.120><c> com</c>
[00:30:09,350] aguardando configuração de TR então com
[00:30:09,360] aguardando configuração de TR então com
[00:30:09,360] indicação<00:30:09.760><c> de</c><00:30:10.240><c> um</c><00:30:10.880><c> dot</c><00:30:11.159><c> de</c><00:30:11.320><c> Glide</c>
[00:30:18,519] Ok<00:30:19.519><c> 3397</c><00:30:20.440><c> reduz</c><00:30:20.760><c> a</c><00:30:20.840><c> velocidade</c>
[00:30:22,950] Ok 3397 reduz a velocidade
[00:30:22,960] Ok 3397 reduz a velocidade
[00:30:22,960] 1609<00:30:23.960><c> confirme</c>
[00:30:25,509] 1609 confirme
[00:30:25,519] 1609 confirme
[00:30:25,519] 1<00:30:26.519><c> reduza</c><00:30:26.799><c> a</c><00:30:26.840><c> velocidade</c><00:30:27.320><c> 160</c>
[00:30:28,549] 1 reduza a velocidade 160
[00:30:28,559] 1 reduza a velocidade 160
[00:30:28,559] prede<00:30:28.960><c> já</c><00:30:29.080><c> reduzindo</c><00:30:29.519><c> na</c><00:30:29.640><c> final</c><00:30:29.840><c> é</c><00:30:29.960><c> um</c><00:30:30.679><c> é</c><00:30:31.159><c> eco</c>
[00:30:33,269] prede já reduzindo na final é um é eco
[00:30:33,279] prede já reduzindo na final é um é eco
[00:30:49,000] reduzindo<00:30:50.000><c> só</c><00:30:50.240><c> a</c><00:30:50.320><c> vantagem</c><00:30:50.600><c> do</c><00:30:50.720><c> feno</c><00:30:51.000><c> 300</c><00:30:51.320><c> em</c>
[00:30:51,389] reduzindo só a vantagem do feno 300 em
[00:30:51,399] reduzindo só a vantagem do feno 300 em
[00:30:51,399] relação<00:30:51.600><c> a</c><00:30:51.960><c> a</c><00:30:52.039><c> gente</c><00:30:52.200><c> consegue</c><00:30:52.480><c> usar</c><00:30:52.640><c> o</c><00:30:52.720><c> Flap</c><00:30:53.039><c> 2</c>
[00:30:53,269] relação a a gente consegue usar o Flap 2
[00:30:53,279] relação a a gente consegue usar o Flap 2
[00:30:53,279] Antes<00:30:53.559><c> do</c><00:30:53.760><c> trem</c><00:30:54.039><c> né</c><00:30:54.240><c> sem</c><00:30:54.519><c> o</c><00:30:54.679><c> aviso</c><00:30:55.120><c> de</c><00:30:55.240><c> trem</c>
[00:30:58,279] é<00:30:58.480><c> realmente</c><00:30:58.799><c> a</c><00:30:59.399><c> consegue</c><00:31:00.399><c> reduzir</c><00:31:01.200><c> bem</c><00:31:01.440><c> o</c>
[00:31:01,629] é realmente a consegue reduzir bem o
[00:31:01,639] é realmente a consegue reduzir bem o
[00:31:01,639] avião<00:31:02.000><c> sem</c><00:31:02.279><c> os</c><00:31:02.480><c> avisos</c><00:31:03.799><c> 3397</c><00:31:04.799><c> para</c>
[00:31:04,990] avião sem os avisos 3397 para
[00:31:05,000] avião sem os avisos 3397 para
[00:31:05,000] sequenciamento<00:31:05.600><c> direita</c>
[00:31:07,909] sequenciamento direita
[00:31:07,919] sequenciamento direita
[00:31:07,919] 2<00:31:08.919><c> direita</c>
[00:31:14,399] 2<00:31:15.399><c> descida</c><00:31:15.799><c> 7000</c><00:31:16.600><c> ajuste</c>
[00:31:24,080] altímetro<00:31:25.080><c> Paulo</c>
[00:31:26,909] altímetro Paulo
[00:31:26,919] altímetro Paulo
[00:31:26,919] GO<00:31:27.919><c> 25</c><00:31:28.240><c> des</c><00:31:28.440><c> se</c><00:31:28.559><c> para</c><00:31:28.760><c> 7.000</c><00:31:29.240><c> pés</c><00:31:29.519><c> ajuste</c><00:31:29.919><c> r19</c>
[00:31:30,590] GO 25 des se para 7.000 pés ajuste r19
[00:31:30,600] GO 25 des se para 7.000 pés ajuste r19
[00:31:30,600] agora<00:31:31.240><c> 7.000</c><00:31:31.880><c> 1019</c><00:31:32.320><c> igual</c><00:31:32.559><c> nomeo</c>
[00:31:35,760] 25<00:31:37.080><c> o</c><00:31:38.080><c> me</c><00:31:38.279><c> un5</c><00:31:38.720><c> tá</c><00:31:38.880><c> estabilizado</c><00:31:39.240><c> a</c><00:31:39.919><c> Il</c><00:31:40.320><c> Quebec</c>
[00:31:40,629] 25 o me un5 tá estabilizado a Il Quebec
[00:31:40,639] 25 o me un5 tá estabilizado a Il Quebec
[00:31:40,639] cat2<00:31:41.279><c> pista</c><00:31:41.639><c> 1</c><00:31:42.519><c> z0</c><00:31:42.799><c> da</c><00:31:43.159><c> direita</c><00:31:43.880><c> tente</c><00:31:44.399><c> chame</c>
[00:31:44,750] cat2 pista 1 z0 da direita tente chame
[00:31:44,760] cat2 pista 1 z0 da direita tente chame
[00:31:44,760] torre<00:31:45.080><c> frequência</c><00:31:45.480><c> 135</c><00:31:46.039><c> decimal</c><00:31:46.399><c> 2</c><00:31:46.559><c> tem</c>
[00:31:46,710] torre frequência 135 decimal 2 tem
[00:31:46,720] torre frequência 135 decimal 2 tem
[00:31:46,720] pomposo
[00:31:47,909] pomposo
[00:31:47,919] pomposo
[00:31:47,919] 1352<00:31:48.919><c> o</c><00:31:49.080><c> go</c><00:31:49.240><c> 1</c><00:31:49.480><c> me</c><00:31:49.639><c> 1</c><00:31:49.880><c> 5</c><00:31:50.120><c> obrigado</c><00:31:50.440><c> bom</c><00:31:50.600><c> dia</c><00:31:51.039><c> bom</c>
[00:31:51,269] 1352 o go 1 me 1 5 obrigado bom dia bom
[00:31:51,279] 1352 o go 1 me 1 5 obrigado bom dia bom
[00:31:51,279] dia<00:31:51.880><c> então</c><00:31:52.080><c> 3397</c><00:31:52.840><c> reduza</c><00:31:53.120><c> a</c><00:31:53.200><c> velocidade</c><00:31:53.600><c> para</c>
[00:31:53,830] dia então 3397 reduza a velocidade para
[00:31:53,840] dia então 3397 reduza a velocidade para
[00:31:53,840] mínima<00:31:54.200><c> de</c>
[00:31:54,789] mínima de
[00:31:54,799] mínima de
[00:31:54,799] aproximação<00:31:55.799><c> reduzindo</c><00:31:56.679><c> 3397</c>
[00:32:02,799] agora<00:32:03.799><c> a</c><00:32:04.000><c> gente</c><00:32:04.200><c> tá</c><00:32:04.399><c> operando</c><00:32:04.960><c> Cat</c><00:32:05.399><c> se</c><00:32:05.600><c> eu</c><00:32:05.880><c> dese</c>
[00:32:09,519] o
[00:32:11,380] o
[00:32:11,390] o
[00:32:11,390] [Música]
[00:32:14,110] [Música]
[00:32:14,120] [Música]
[00:32:14,120] então<00:32:15.120><c> fiz</c><00:32:15.440><c> a</c><00:32:15.519><c> mesma</c><00:32:15.760><c> pergunta</c><00:32:16.120><c> mental</c>
[00:32:26,840] mim<00:32:27.880><c> 397</c><00:32:28.399><c> vo</c><00:32:28.639><c> Lom</c><00:32:29.639><c> Lom</c><00:32:30.559><c> reduzindo</c><00:32:31.559><c> 397</c><00:32:32.320><c> é</c><00:32:33.240><c> tá</c>
[00:32:33,430] mim 397 vo Lom Lom reduzindo 397 é tá
[00:32:33,440] mim 397 vo Lom Lom reduzindo 397 é tá
[00:32:33,440] bem
[00:32:36,679] baixo<00:32:37.840><c> é</c><00:32:38.840><c> aqui</c><00:32:39.000><c> à</c><00:32:39.159><c> direita</c><00:32:39.559><c> tá</c><00:32:39.720><c> limpo</c><00:32:40.000><c> tá</c>
[00:32:40,430] baixo é aqui à direita tá limpo tá
[00:32:40,440] baixo é aqui à direita tá limpo tá
